"ticks","recyclers","wastefuls"
0,0,25
1,0,25
2,0,25
3,0,25
4,0,25
5,0,25
6,0,25
7,0,25
8,0,25
9,0,25
10,0,25
11,0,25
12,0,25
13,0,25
14,0,25
15,0,25
16,0,25
17,0,25
18,0,25
19,0,25
20,0,25
21,0,25
22,0,25
23,0,25
24,0,25
25,0,25
26,0,25
27,0,25
28,0,25
29,0,25
30,0,25
31,0,25
32,0,25
33,0,25
34,0,25
35,0,25
36,0,25
37,0,25
38,0,25
39,0,25
40,0,25
41,0,25
42,0,25
43,0,25
44,0,25
45,0,25
46,0,25
47,0,25
48,0,25
49,0,25
50,0,25
51,0,25
52,0,25
53,0,25
54,0,25
55,0,25
56,0,25
57,0,25
58,0,25
59,0,25
60,0,25
61,0,25
62,0,25
63,0,25
64,0,25
65,0,25
66,0,25
67,0,25
68,0,25
69,0,25
70,0,25
71,0,25
72,0,25
73,0,25
74,0,25
75,0,25
76,0,25
77,0,25
78,0,25
79,0,25
80,0,25
81,0,25
82,0,25
83,0,25
84,0,25
85,0,25
86,0,25
87,0,25
88,0,25
89,0,25
90,0,25
91,0,25
92,0,25
93,0,25
94,0,25
95,0,25
96,0,25
97,0,25
98,0,25
99,0,25
100,0,25
101,0,25
102,0,25
103,0,25
104,0,25
105,0,25
106,0,25
107,0,25
108,0,25
109,0,25
110,0,25
111,0,25
112,0,25
113,0,25
114,0,25
115,0,25
116,0,25
117,0,25
118,0,25
119,0,25
120,0,25
121,0,25
122,0,25
123,0,25
124,0,25
125,0,25
126,0,24
127,0,24
128,0,24
129,0,24
130,0,24
131,0,24
132,0,24
133,0,24
134,0,24
135,0,24
136,0,24
137,0,24
138,0,24
139,0,24
140,0,24
141,0,24
142,0,24
143,0,24
144,0,24
145,0,24
146,0,24
147,0,24
148,0,24
149,0,24
150,0,24
151,0,24
152,0,24
153,0,24
154,0,24
155,0,24
156,0,24
157,0,24
158,0,24
159,0,24
160,0,24
161,0,24
162,0,23
163,0,23
164,0,23
165,0,23
166,0,23
167,0,23
168,0,23
169,0,23
170,0,23
171,0,23
172,0,23
173,0,23
174,0,23
175,0,23
176,0,23
177,0,23
178,0,23
179,0,23
180,0,23
181,0,23
182,0,23
183,0,23
184,0,23
185,0,23
186,0,23
187,0,23
188,0,23
189,0,23
190,0,23
191,0,23
192,0,23
193,0,23
194,0,23
195,0,23
196,0,23
197,0,23
198,0,23
199,0,23
200,0,23
201,0,23
202,0,23
203,0,23
204,0,23
205,0,23
206,0,23
207,0,23
208,0,23
209,0,23
210,0,23
211,0,23
212,0,23
213,0,23
214,0,23
215,0,23
216,0,23
217,0,23
218,0,23
219,0,23
220,0,23
221,0,23
222,0,23
223,0,23
224,0,23
225,0,23
226,0,23
227,0,23
228,0,23
229,0,23
230,0,21
231,0,21
232,0,21
233,0,21
234,0,21
235,0,21
236,0,21
237,0,21
238,0,20
239,0,20
240,0,20
241,0,20
242,0,20
243,0,20
244,0,20
245,0,20
246,0,20
247,0,20
248,0,20
249,0,20
250,0,20
251,0,20
252,0,20
253,0,20
254,0,20
255,0,20
256,0,20
257,0,20
258,0,20
259,0,20
260,0,20
261,0,20
262,0,20
263,0,20
264,0,20
265,0,20
266,0,19
267,0,19
268,0,19
269,0,19
270,0,19
271,0,19
272,0,19
273,0,19
274,0,19
275,0,19
276,0,19
277,0,19
278,0,19
279,0,19
280,0,19
281,0,19
282,0,19
283,0,19
284,0,19
285,0,19
286,0,19
287,0,19
288,0,19
289,0,19
290,0,19
291,0,19
292,0,19
293,0,19
294,0,19
295,0,19
296,0,19
297,0,19
298,0,19
299,0,19
300,0,19
301,0,19
302,0,19
303,0,19
304,0,19
305,0,19
306,0,19
307,0,19
308,0,19
309,0,19
310,0,19
311,0,19
312,0,19
313,0,19
314,0,19
315,0,19
316,0,19
317,0,19
318,0,19
319,0,19
320,0,19
321,0,19
322,0,19
323,0,19
324,0,19
325,0,19
326,0,19
327,0,19
328,0,19
329,0,19
330,0,19
331,0,19
332,0,19
333,0,19
334,0,18
335,0,18
336,0,18
337,0,18
338,0,18
339,0,18
340,0,18
341,0,18
342,0,18
343,0,18
344,0,18
345,0,18
346,0,17
347,0,17
348,0,17
349,0,17
350,0,17
351,0,17
352,0,17
353,0,17
354,0,17
355,0,17
356,0,17
357,0,17
358,0,17
359,0,17
360,0,17
361,0,17
362,0,17
363,0,17
364,0,17
365,0,17
366,0,17
367,0,17
368,0,17
369,0,17
370,0,17
371,0,17
372,0,17
373,0,17
374,0,17
375,0,17
376,0,17
377,0,17
378,0,15
379,0,15
380,0,15
381,0,15
382,0,14
383,0,14
384,0,14
385,0,14
386,0,13
387,0,13
388,0,13
389,0,13
390,0,13
391,0,13
392,0,13
393,0,13
394,0,13
395,0,13
396,0,13
397,0,13
398,0,13
399,0,13
400,0,13
401,0,13
402,0,13
403,0,13
404,0,13
405,0,13
406,0,13
407,0,13
408,0,13
409,0,13
410,0,13
411,0,13
412,0,13
413,0,13
414,0,13
415,0,13
416,0,13
417,0,13
418,0,12
419,0,12
420,0,12
421,0,12
422,0,12
423,0,12
424,0,12
425,0,12
426,0,11
427,0,11
428,0,11
429,0,11
430,0,11
431,0,11
432,0,11
433,0,11
434,0,11
435,0,11
436,0,11
437,0,11
438,0,11
439,0,11
440,0,11
441,0,11
442,0,11
443,0,11
444,0,11
445,0,11
446,0,11
447,0,11
448,0,11
449,0,11
450,0,11
451,0,11
452,0,11
453,0,11
454,0,11
455,0,11
456,0,11
457,0,11
458,0,11
459,0,11
460,0,11
461,0,11
462,0,11
463,0,11
464,0,11
465,0,11
466,0,11
467,0,11
468,0,11
469,0,11
470,0,11
471,0,11
472,0,11
473,0,11
474,0,11
475,0,11
476,0,11
477,0,11
478,0,10
479,0,10
480,0,10
481,0,10
482,0,10
483,0,10
484,0,10
485,0,10
486,0,10
487,0,10
488,0,10
489,0,10
490,0,10
491,0,10
492,0,10
493,0,10
494,0,10
495,0,10
496,0,10
497,0,10
498,0,10
499,0,10
500,0,10
501,0,10
502,0,10
503,0,10
504,0,10
505,0,10
506,0,10
507,0,10
508,0,10
509,0,10
510,0,10
511,0,10
512,0,10
513,0,10
514,0,10
515,0,10
516,0,10
517,0,10
518,0,10
519,0,10
520,0,10
521,0,10
522,0,10
523,0,10
524,0,10
525,0,10
526,0,10
527,0,10
528,0,10
529,0,10
530,0,10
531,0,10
532,0,10
533,0,10
534,0,10
535,0,10
536,0,10
537,0,10
538,0,10
539,0,10
540,0,10
541,0,10
542,0,10
543,0,10
544,0,10
545,0,10
546,0,10
547,0,10
548,0,10
549,0,10
550,0,10
551,0,10
552,0,10
553,0,10
554,0,10
555,0,10
556,0,10
557,0,10
558,0,10
559,0,10
560,0,10
561,0,10
562,0,10
563,0,10
564,0,10
565,0,10
566,0,9
567,0,9
568,0,9
569,0,9
570,0,9
571,0,9
572,0,9
573,0,9
574,0,9
575,0,9
576,0,9
577,0,9
578,0,9
579,0,9
580,0,9
581,0,9
582,0,9
583,0,9
584,0,9
585,0,9
586,0,9
587,0,9
588,0,9
589,0,9
590,0,9
591,0,9
592,0,9
593,0,9
594,0,9
595,0,9
596,0,9
597,0,9
598,0,9
599,0,9
600,0,9
601,0,9
602,0,9
603,0,9
604,0,9
605,0,9
606,0,9
607,0,9
608,0,9
609,0,9
610,0,9
611,0,9
612,0,9
613,0,9
614,0,9
615,0,9
616,0,9
617,0,9
618,0,9
619,0,9
620,0,9
621,0,9
622,0,9
623,0,9
624,0,9
625,0,9
626,0,9
627,0,9
628,0,9
629,0,9
630,0,9
631,0,9
632,0,9
633,0,9
634,0,9
635,0,9
636,0,9
637,0,9
638,0,9
639,0,9
640,0,9
641,0,9
642,0,9
643,0,9
644,0,9
645,0,9
646,0,9
647,0,9
648,0,9
649,0,9
650,0,9
651,0,9
652,0,9
653,0,9
654,0,9
655,0,9
656,0,9
657,0,9
658,0,9
659,0,9
660,0,9
661,0,9
662,0,9
663,0,9
664,0,9
665,0,9
666,0,9
667,0,9
668,0,9
669,0,9
670,0,9
671,0,9
672,0,9
673,0,9
674,0,9
675,0,9
676,0,9
677,0,9
678,0,9
679,0,9
680,0,9
681,0,9
682,0,9
683,0,9
684,0,9
685,0,9
686,0,9
687,0,9
688,0,9
689,0,9
690,0,9
691,0,9
692,0,9
693,0,9
694,0,9
695,0,9
696,0,9
697,0,9
698,0,9
699,0,9
700,0,9
701,0,9
702,0,9
703,0,9
704,0,9
705,0,9
706,0,9
707,0,9
708,0,9
709,0,9
710,0,9
711,0,9
712,0,9
713,0,9
714,0,9
715,0,9
716,0,9
717,0,9
718,0,9
719,0,9
720,0,9
721,0,9
722,0,9
723,0,9
724,0,9
725,0,9
726,0,9
727,0,9
728,0,9
729,0,9
730,0,9
731,0,9
732,0,9
733,0,9
734,0,9
735,0,9
736,0,9
737,0,9
738,0,9
739,0,9
740,0,9
741,0,9
742,0,9
743,0,9
744,0,9
745,0,9
746,0,9
747,0,9
748,0,9
749,0,9
750,0,9
751,0,9
752,0,9
753,0,9
754,0,9
755,0,9
756,0,9
757,0,9
758,0,9
759,0,9
760,0,9
761,0,9
762,0,9
763,0,9
764,0,9
765,0,9
766,0,9
767,0,9
768,0,9
769,0,9
770,0,9
771,0,9
772,0,9
773,0,9
774,0,9
775,0,9
776,0,9
777,0,9
778,0,9
779,0,9
780,0,9
781,0,9
782,0,9
783,0,9
784,0,9
785,0,9
786,0,9
787,0,9
788,0,9
789,0,9
790,0,9
791,0,9
792,0,9
793,0,9
794,0,9
795,0,9
796,0,9
797,0,9
798,0,9
799,0,9
800,0,9
801,0,9
802,0,9
803,0,9
804,0,9
805,0,9
806,0,9
807,0,9
808,0,9
809,0,9
810,0,9
811,0,9
812,0,9
813,0,9
814,0,9
815,0,9
816,0,9
817,0,9
818,0,9
819,0,9
820,0,9
821,0,9
822,0,9
823,0,9
824,0,9
825,0,9
826,0,9
827,0,9
828,0,9
829,0,9
830,0,9
831,0,9
832,0,9
833,0,9
834,0,9
835,0,9
836,0,9
837,0,9
838,0,9
839,0,9
840,0,9
841,0,9
842,0,9
843,0,9
844,0,9
845,0,9
846,0,9
847,0,9
848,0,9
849,0,9
850,0,9
851,0,9
852,0,9
853,0,9
854,0,9
855,0,9
856,0,9
857,0,9
858,0,9
859,0,9
860,0,9
861,0,9
862,0,9
863,0,9
864,0,9
865,0,9
866,0,9
867,0,9
868,0,9
869,0,9
870,0,9
871,0,9
872,0,9
873,0,9
874,0,9
875,0,9
876,0,9
877,0,9
878,0,9
879,0,9
880,0,9
881,0,9
882,0,9
883,0,9
884,0,9
885,0,9
886,0,9
887,0,9
888,0,9
889,0,9
890,0,9
891,0,9
892,0,9
893,0,9
894,0,9
895,0,9
896,0,9
897,0,9
898,0,9
899,0,9
900,0,9
901,0,9
902,0,9
903,0,9
904,0,9
905,0,9
906,0,9
907,0,9
908,0,9
909,0,9
910,0,9
911,0,9
912,0,9
913,0,9
914,0,9
915,0,9
916,0,9
917,0,9
918,0,9
919,0,9
920,0,9
921,0,9
922,0,9
923,0,9
924,0,9
925,0,9
926,0,9
927,0,9
928,0,9
929,0,9
930,0,9
931,0,9
932,0,9
933,0,9
934,0,9
935,0,9
936,0,9
937,0,9
938,0,9
939,0,9
940,0,9
941,0,9
942,0,9
943,0,9
944,0,9
945,0,9
946,0,9
947,0,9
948,0,9
949,0,9
950,0,9
951,0,9
952,0,9
953,0,9
954,0,9
955,0,9
956,0,9
957,0,9
958,0,9
959,0,9
960,0,9
961,0,9
962,0,9
963,0,9
964,0,9
965,0,9
966,0,9
967,0,9
968,0,9
969,0,9
970,0,9
971,0,9
972,0,9
973,0,9
974,0,9
975,0,9
976,0,9
977,0,9
978,0,9
979,0,9
980,0,9
981,0,9
982,0,9
983,0,9
984,0,9
985,0,9
986,0,9
987,0,9
988,0,9
989,0,9
990,0,9
991,0,9
992,0,9
993,0,9
994,0,9
995,0,9
996,0,9
997,0,9
998,0,9
999,0,9
1000,0,9
1001,0,9
1002,0,9
1003,0,9
1004,0,9
1005,0,9
1006,0,9
1007,0,9
1008,0,9
1009,0,9
1010,0,9
1011,0,9
1012,0,9
1013,0,9
1014,0,9
1015,0,9
1016,0,9
1017,0,9
1018,0,9
1019,0,9
1020,0,9
1021,0,9
1022,0,9
1023,0,9
1024,0,9
1025,0,9
1026,0,9
1027,0,9
1028,0,9
1029,0,9
1030,0,9
1031,0,9
1032,0,9
1033,0,9
1034,0,9
1035,0,9
1036,0,9
1037,0,9
1038,0,9
1039,0,9
1040,0,9
1041,0,9
1042,0,9
1043,0,9
1044,0,9
1045,0,9
1046,0,8
1047,0,8
1048,0,8
1049,0,8
1050,0,8
1051,0,8
1052,0,8
1053,0,8
1054,0,8
1055,0,8
1056,0,8
1057,0,8
1058,0,8
1059,0,8
1060,0,8
1061,0,8
1062,0,8
1063,0,8
1064,0,8
1065,0,8
1066,0,8
1067,0,8
1068,0,8
1069,0,8
1070,0,8
1071,0,8
1072,0,8
1073,0,8
1074,0,8
1075,0,8
1076,0,8
1077,0,8
1078,0,8
1079,0,8
1080,0,8
1081,0,8
1082,0,8
1083,0,8
1084,0,8
1085,0,8
1086,0,8
1087,0,8
1088,0,8
1089,0,8
1090,0,8
1091,0,8
1092,0,8
1093,0,8
1094,0,8
1095,0,8
1096,0,8
1097,0,8
1098,0,8
1099,0,8
1100,0,8
1101,0,8
1102,0,8
1103,0,8
1104,0,8
1105,0,8
1106,0,8
1107,0,8
1108,0,8
1109,0,8
1110,0,8
1111,0,8
1112,0,8
1113,0,8
1114,0,8
1115,0,8
1116,0,8
1117,0,8
1118,0,8
1119,0,8
1120,0,8
1121,0,8
1122,0,8
1123,0,8
1124,0,8
1125,0,8
1126,0,8
1127,0,8
1128,0,8
1129,0,8
1130,0,8
1131,0,8
1132,0,8
1133,0,8
1134,0,8
1135,0,8
1136,0,8
1137,0,8
1138,0,8
1139,0,8
1140,0,8
1141,0,8
1142,0,8
1143,0,8
1144,0,8
1145,0,8
1146,0,8
1147,0,8
1148,0,8
1149,0,8
1150,0,8
1151,0,8
1152,0,8
1153,0,8
1154,0,8
1155,0,8
1156,0,8
1157,0,8
1158,0,8
1159,0,8
1160,0,8
1161,0,8
1162,0,8
1163,0,8
1164,0,8
1165,0,8
1166,0,8
1167,0,8
1168,0,8
1169,0,8
1170,0,8
1171,0,8
1172,0,8
1173,0,8
1174,0,8
1175,0,8
1176,0,8
1177,0,8
1178,0,8
1179,0,8
1180,0,8
1181,0,8
1182,0,8
1183,0,8
1184,0,8
1185,0,8
1186,0,8
1187,0,8
1188,0,8
1189,0,8
1190,0,8
1191,0,8
1192,0,8
1193,0,8
1194,0,8
1195,0,8
1196,0,8
1197,0,8
1198,0,8
1199,0,8
1200,0,8
1201,0,8
1202,0,8
1203,0,8
1204,0,8
1205,0,8
1206,0,8
1207,0,8
1208,0,8
1209,0,8
1210,0,8
1211,0,8
1212,0,8
1213,0,8
1214,0,8
1215,0,8
1216,0,8
1217,0,8
1218,0,8
1219,0,8
1220,0,8
1221,0,8
1222,0,8
1223,0,8
1224,0,8
1225,0,8
1226,0,8
1227,0,8
1228,0,8
1229,0,8
1230,0,8
1231,0,8
1232,0,8
1233,0,8
1234,0,8
1235,0,8
1236,0,8
1237,0,8
1238,0,8
1239,0,8
1240,0,8
1241,0,8
1242,0,8
1243,0,8
1244,0,8
1245,0,8
1246,0,8
1247,0,8
1248,0,8
1249,0,8
1250,0,8
1251,0,8
1252,0,8
1253,0,8
1254,0,8
1255,0,8
1256,0,8
1257,0,8
1258,0,8
1259,0,8
1260,0,8
1261,0,8
1262,0,8
1263,0,8
1264,0,8
1265,0,8
1266,0,8
1267,0,8
1268,0,8
1269,0,8
1270,0,8
1271,0,8
1272,0,8
1273,0,8
1274,0,8
1275,0,8
1276,0,8
1277,0,8
1278,0,8
1279,0,8
1280,0,8
1281,0,8
1282,0,8
1283,0,8
1284,0,8
1285,0,8
1286,0,8
1287,0,8
1288,0,8
1289,0,8
1290,0,8
1291,0,8
1292,0,8
1293,0,8
1294,0,8
1295,0,8
1296,0,8
1297,0,8
1298,0,8
1299,0,8
1300,0,8
1301,0,8
1302,0,8
1303,0,8
1304,0,8
1305,0,8
1306,0,8
1307,0,8
1308,0,8
1309,0,8
1310,0,8
1311,0,8
1312,0,8
1313,0,8
1314,0,8
1315,0,8
1316,0,8
1317,0,8
1318,0,8
1319,0,8
1320,0,8
1321,0,8
1322,0,8
1323,0,8
1324,0,8
1325,0,8
1326,0,8
1327,0,8
1328,0,8
1329,0,8
1330,0,8
1331,0,8
1332,0,8
1333,0,8
1334,0,8
1335,0,8
1336,0,8
1337,0,8
1338,0,8
1339,0,8
1340,0,8
1341,0,8
1342,0,8
1343,0,8
1344,0,8
1345,0,8
1346,0,8
1347,0,8
1348,0,8
1349,0,8
1350,0,8
1351,0,8
1352,0,8
1353,0,8
1354,0,8
1355,0,8
1356,0,8
1357,0,8
1358,0,8
1359,0,8
1360,0,8
1361,0,8
1362,0,8
1363,0,8
1364,0,8
1365,0,8
1366,0,8
1367,0,8
1368,0,8
1369,0,8
1370,0,8
1371,0,8
1372,0,8
1373,0,8
1374,0,8
1375,0,8
1376,0,8
1377,0,8
1378,0,8
1379,0,8
1380,0,8
1381,0,8
1382,0,8
1383,0,8
1384,0,8
1385,0,8
1386,0,8
1387,0,8
1388,0,8
1389,0,8
1390,0,8
1391,0,8
1392,0,8
1393,0,8
1394,0,8
1395,0,8
1396,0,8
1397,0,8
1398,0,8
1399,0,8
1400,0,8
1401,0,8
1402,0,8
1403,0,8
1404,0,8
1405,0,8
1406,0,8
1407,0,8
1408,0,8
1409,0,8
1410,0,8
1411,0,8
1412,0,8
1413,0,8
1414,0,8
1415,0,8
1416,0,8
1417,0,8
1418,0,8
1419,0,8
1420,0,8
1421,0,8
1422,0,8
1423,0,8
1424,0,8
1425,0,8
1426,0,8
1427,0,8
1428,0,8
1429,0,8
1430,0,8
1431,0,8
1432,0,8
1433,0,8
1434,0,8
1435,0,8
1436,0,8
1437,0,8
1438,0,8
1439,0,8
1440,0,8
1441,0,8
1442,0,8
1443,0,8
1444,0,8
1445,0,8
1446,0,8
1447,0,8
